title,url,pageid,source_category,instance_of,wikidata_qid,founded,dissolved,validation
Vista Ridge High School (Texas),https://en.wikipedia.org/wiki/Vista_Ridge_High_School_(Texas),3753344,"High schools in Williamson County, Texas",high school,Q7936459,2003,,school
Vancouver iTech Preparatory,https://en.wikipedia.org/wiki/Vancouver_iTech_Preparatory,39589425,"High schools in Clark County, Washington",school,Q16902487,,,school
"Tri-Cities Prep (Pasco, Washington)","https://en.wikipedia.org/wiki/Tri-Cities_Prep_(Pasco,_Washington)",11395003,"High schools in Franklin County, Washington",university-preparatory school,Q7839664,1998,,school
Sumner High School (Washington),https://en.wikipedia.org/wiki/Sumner_High_School_(Washington),61340425,"High schools in Pierce County, Washington",,Q125101327,,,unverified
Anacortes High School,https://en.wikipedia.org/wiki/Anacortes_High_School,38473013,"High schools in Skagit County, Washington",high school,Q107694582,,,school
Riverpoint Academy,https://en.wikipedia.org/wiki/Riverpoint_Academy,57839328,"High schools in Spokane County, Washington",school,Q55631764,,,school
Pope John Paul II High School (Washington),https://en.wikipedia.org/wiki/Pope_John_Paul_II_High_School_(Washington),13850425,"High schools in Thurston County, Washington",high school,Q7229198,2010,,school
Academy of Our Lady (Chicago),https://en.wikipedia.org/wiki/Academy_of_Our_Lady_(Chicago),36250894,Private high schools in Chicago,educational institution,Q4671510,1875,1999,defunct
Chicago Academy for the Arts,https://en.wikipedia.org/wiki/Chicago_Academy_for_the_Arts,16620442,Private high schools in Chicago,high school|nonprofit organization,Q5095475,1981,,school
DePaul College Prep,https://en.wikipedia.org/wiki/DePaul_College_Prep,5923448,Private high schools in Chicago,high school,Q5585905,2014,,school
Holy Trinity High School (Chicago),https://en.wikipedia.org/wiki/Holy_Trinity_High_School_(Chicago),4773294,Private high schools in Chicago,high school,Q5886755,1910,,school
Immaculata High School (Chicago),https://en.wikipedia.org/wiki/Immaculata_High_School_(Chicago),11964242,Private high schools in Chicago,high school|school building,Q6004283,1921,,school
Luther High School North,https://en.wikipedia.org/wiki/Luther_High_School_North,17348182,Private high schools in Chicago,high school,Q6705583,1909,,school
Luther High School South,https://en.wikipedia.org/wiki/Luther_High_School_South,16919512,Private high schools in Chicago,high school,Q6705581,1951,,school
"Marist High School (Chicago, Illinois)","https://en.wikipedia.org/wiki/Marist_High_School_(Chicago,_Illinois)",8784819,Private high schools in Chicago,high school,Q6765680,1963,,school
"St. Francis de Sales High School (Chicago, Illinois)","https://en.wikipedia.org/wiki/St._Francis_de_Sales_High_School_(Chicago,_Illinois)",11342628,Private high schools in Chicago,high school,Q7588042,1893,,school
St. Gregory the Great High School,https://en.wikipedia.org/wiki/St._Gregory_the_Great_High_School,11341778,Private high schools in Chicago,high school,Q7588282,1937,2014,defunct
Telshe Yeshiva (Chicago),https://en.wikipedia.org/wiki/Telshe_Yeshiva_(Chicago),5621214,Private high schools in Chicago,yeshiva|private not-for-profit educational institution,Q7697844,1960,,school
University of Chicago Laboratory Schools,https://en.wikipedia.org/wiki/University_of_Chicago_Laboratory_Schools,2241181,Private high schools in Chicago,school,Q3551351,1896,,school
Weber High School (Chicago),https://en.wikipedia.org/wiki/Weber_High_School_(Chicago),52634985,Private high schools in Chicago,school,Q28147971,1890,1999,defunct
Academy of the Pacific,https://en.wikipedia.org/wiki/Academy_of_the_Pacific,22701217,Private high schools in Honolulu,private school|high school,Q4671556,1961,,school
Assets School,https://en.wikipedia.org/wiki/Assets_School,24856951,Private high schools in Honolulu,school,Q4808815,1955,,school
Varsity International School,https://en.wikipedia.org/wiki/Varsity_International_School,22746121,Private high schools in Honolulu,school,Q7916150,,,school
ACE Amandla Charter High School,https://en.wikipedia.org/wiki/ACE_Amandla_Charter_High_School,34995702,Public high schools in Chicago,high school,Q109609664,,,school
Association House High School,https://en.wikipedia.org/wiki/Association_House_High_School,49632201,Public high schools in Chicago,high school,Q24693439,,,school
Austin Community Academy High School,https://en.wikipedia.org/wiki/Austin_Community_Academy_High_School,26013484,Public high schools in Chicago,high school,Q4823038,1890,,school
Benito Juarez Community Academy,https://en.wikipedia.org/wiki/Benito_Juarez_Community_Academy,8995070,Public high schools in Chicago,high school,Q2895946,1977,,school
Bowen High School (Chicago),https://en.wikipedia.org/wiki/Bowen_High_School_(Chicago),30884544,Public high schools in Chicago,high school,Q4950812,1900,,school
Calumet High School (Chicago),https://en.wikipedia.org/wiki/Calumet_High_School_(Chicago),36757586,Public high schools in Chicago,secondary school,Q5024080,1909,,school
Chicago High School,https://en.wikipedia.org/wiki/Chicago_High_School,43784686,Public high schools in Chicago,secondary school,Q18085519,1856,,school
Chicago International Charter School,https://en.wikipedia.org/wiki/Chicago_International_Charter_School,30295395,Public high schools in Chicago,high school|educational institution,Q5095660,,,school
Chicago Math and Science Academy,https://en.wikipedia.org/wiki/Chicago_Math_and_Science_Academy,23723320,Public high schools in Chicago,high school,Q5095701,2004,,school
Chicago Talent Development High School,https://en.wikipedia.org/wiki/Chicago_Talent_Development_High_School,22615289,Public high schools in Chicago,high school,Q5095802,2009,,school
Chicago Technology Academy,https://en.wikipedia.org/wiki/Chicago_Technology_Academy,49999896,Public high schools in Chicago,high school,Q23808748,,,school
Chicago Virtual Charter School,https://en.wikipedia.org/wiki/Chicago_Virtual_Charter_School,59135166,Public high schools in Chicago,school,Q60754897,2006,2020,defunct
Chicago Vocational High School,https://en.wikipedia.org/wiki/Chicago_Vocational_High_School,11873389,Public high schools in Chicago,high school,Q5095829,1940,,school
Cooley Vocational High School,https://en.wikipedia.org/wiki/Cooley_Vocational_High_School,30107599,Public high schools in Chicago,high school,Q5167440,1958,1979,defunct
Corliss High School,https://en.wikipedia.org/wiki/Corliss_High_School,11386887,Public high schools in Chicago,high school,Q5170916,1974,,school
Crane High School (Chicago),https://en.wikipedia.org/wiki/Crane_High_School_(Chicago),19255596,Public high schools in Chicago,high school,Q5182021,1890,,school
Dunbar Vocational High School,https://en.wikipedia.org/wiki/Dunbar_Vocational_High_School,30888356,Public high schools in Chicago,high school,Q5314164,1942,,school
DuSable High School,https://en.wikipedia.org/wiki/DuSable_High_School,3939137,Public high schools in Chicago,high school,Q5310022,1935,,school
Dyett High School,https://en.wikipedia.org/wiki/Dyett_High_School,43732124,Public high schools in Chicago,high school,Q5318591,1972,,school
Englewood STEM High School,https://en.wikipedia.org/wiki/Englewood_STEM_High_School,61870174,Public high schools in Chicago,high school,Q85759334,,,school
Englewood Technical Prep Academy,https://en.wikipedia.org/wiki/Englewood_Technical_Prep_Academy,4473683,Public high schools in Chicago,high school,Q5378133,1873,2008,defunct
Farragut Career Academy,https://en.wikipedia.org/wiki/Farragut_Career_Academy,4473143,Public high schools in Chicago,high school,Q5436213,1894,,school
Fenger Academy High School (Chicago),https://en.wikipedia.org/wiki/Fenger_Academy_High_School_(Chicago),30883959,Public high schools in Chicago,high school,Q5443418,1893,,school
Foreman College and Career Academy,https://en.wikipedia.org/wiki/Foreman_College_and_Career_Academy,3236325,Public high schools in Chicago,high school,Q5468647,1928,,school
Gage Park High School,https://en.wikipedia.org/wiki/Gage_Park_High_School,30885275,Public high schools in Chicago,high school,Q5516841,1939,,school
Hancock High School (Chicago),https://en.wikipedia.org/wiki/Hancock_High_School_(Chicago),34010317,Public high schools in Chicago,high school,Q5647043,1999,,school
Harlan Community Academy High School,https://en.wikipedia.org/wiki/Harlan_Community_Academy_High_School,31719758,Public high schools in Chicago,high school,Q5658281,1958,,school
Harper High School (Chicago),https://en.wikipedia.org/wiki/Harper_High_School_(Chicago),16403908,Public high schools in Chicago,high school,Q14687526,1911,,school
Harrison Technical High School,https://en.wikipedia.org/wiki/Harrison_Technical_High_School,48787990,Public high schools in Chicago,school,Q22058987,1910,,school
Hirsch Metropolitan High School,https://en.wikipedia.org/wiki/Hirsch_Metropolitan_High_School,30888112,Public high schools in Chicago,high school,Q5771629,1926,,school
Hubbard High School (Chicago),https://en.wikipedia.org/wiki/Hubbard_High_School_(Chicago),4463416,Public high schools in Chicago,high school,Q5926842,1929,,school
John Hope College Prep,https://en.wikipedia.org/wiki/John_Hope_College_Prep,36758102,Public high schools in Chicago,high school,Q6239809,1971,,school
Julian High School (Chicago),https://en.wikipedia.org/wiki/Julian_High_School_(Chicago),30884579,Public high schools in Chicago,high school,Q6307249,1975,,school
Kelly High School (Chicago),https://en.wikipedia.org/wiki/Kelly_High_School_(Chicago),14310947,Public high schools in Chicago,high school,Q7791471,1928,,school
Kelvyn Park High School,https://en.wikipedia.org/wiki/Kelvyn_Park_High_School,26530143,Public high schools in Chicago,high school,Q6386789,1933,,school
Kennedy High School (Illinois),https://en.wikipedia.org/wiki/Kennedy_High_School_(Illinois),26954608,Public high schools in Chicago,high school,Q6232347,1963,,school
Lake View High School (Chicago),https://en.wikipedia.org/wiki/Lake_View_High_School_(Chicago),17030582,Public high schools in Chicago,high school,Q6478293,1874,,school
Las Casas Occupational High School,https://en.wikipedia.org/wiki/Las_Casas_Occupational_High_School,21501394,Public high schools in Chicago,high school,Q6492114,,,school
Latino Youth High School,https://en.wikipedia.org/wiki/Latino_Youth_High_School,26781562,Public high schools in Chicago,high school,Q6496622,1974,,school
Robert Lindblom Math & Science Academy,https://en.wikipedia.org/wiki/Robert_Lindblom_Math_&_Science_Academy,20904726,Public high schools in Chicago,high school,Q7346902,1917,,school
Little Village Lawndale High School Campus,https://en.wikipedia.org/wiki/Little_Village_Lawndale_High_School_Campus,22010486,Public high schools in Chicago,high school,Q6652401,2005,,school
Lucy Flower Technical High School for Girls,https://en.wikipedia.org/wiki/Lucy_Flower_Technical_High_School_for_Girls,61852877,Public high schools in Chicago,school building,Q85782603,,,school
Manley Career Academy High School,https://en.wikipedia.org/wiki/Manley_Career_Academy_High_School,30887860,Public high schools in Chicago,high school,Q6750579,1927,,school
Marshall Metropolitan High School,https://en.wikipedia.org/wiki/Marshall_Metropolitan_High_School,11659642,Public high schools in Chicago,high school,Q6246906,1895,,school
Mather High School,https://en.wikipedia.org/wiki/Mather_High_School,1675121,Public high schools in Chicago,high school,Q7610724,1959,,school
McKinley High School (Chicago),https://en.wikipedia.org/wiki/McKinley_High_School_(Chicago),55619969,Public high schools in Chicago,high school,Q48976907,,1954,defunct
Morgan Park High School,https://en.wikipedia.org/wiki/Morgan_Park_High_School,12935747,Public high schools in Chicago,high school,Q6911807,1916,,school
North Lawndale College Prep High School,https://en.wikipedia.org/wiki/North_Lawndale_College_Prep_High_School,41142827,Public high schools in Chicago,high school,Q17039932,1998,,school
Barack Obama College Preparatory High School,https://en.wikipedia.org/wiki/Barack_Obama_College_Preparatory_High_School,42585360,Public high schools in Chicago,high school,Q16983645,,,school
Orr Academy High School,https://en.wikipedia.org/wiki/Orr_Academy_High_School,34641851,Public high schools in Chicago,high school,Q7104053,1918,,school
Perspectives Charter Schools,https://en.wikipedia.org/wiki/Perspectives_Charter_Schools,35258353,Public high schools in Chicago,high school,Q7170755,,,school
Wendell Phillips Academy High School,https://en.wikipedia.org/wiki/Wendell_Phillips_Academy_High_School,11293850,Public high schools in Chicago,high school|public school,Q7982462,1904,,school
Prosser Career Academy,https://en.wikipedia.org/wiki/Prosser_Career_Academy,6850602,Public high schools in Chicago,high school,Q7250933,1959,,school
Richards Career Academy,https://en.wikipedia.org/wiki/Richards_Career_Academy,36919634,Public high schools in Chicago,high school,Q7330284,1946,,school
Rickover Naval Academy,https://en.wikipedia.org/wiki/Rickover_Naval_Academy,48307454,Public high schools in Chicago,,,,,unverified
Paul Robeson High School (Chicago),https://en.wikipedia.org/wiki/Paul_Robeson_High_School_(Chicago),30883716,Public high schools in Chicago,high school,Q7153271,1977,,school
Theodore Roosevelt High School (Illinois),https://en.wikipedia.org/wiki/Theodore_Roosevelt_High_School_(Illinois),25662995,Public high schools in Chicago,high school,Q7781989,1922,,school
Carl Schurz High School,https://en.wikipedia.org/wiki/Carl_Schurz_High_School,11229082,Public high schools in Chicago,high school|school building,Q5040786,1910,,school
Senn High School,https://en.wikipedia.org/wiki/Senn_High_School,3507557,Public high schools in Chicago,high school,Q7450824,1913,,school
Simeon Career Academy,https://en.wikipedia.org/wiki/Simeon_Career_Academy,6999673,Public high schools in Chicago,high school,Q7517579,1949,,school
Eric Solorio Academy High School,https://en.wikipedia.org/wiki/Eric_Solorio_Academy_High_School,47728610,Public high schools in Chicago,high school,Q21015970,2010,,school
South Shore High School (Chicago),https://en.wikipedia.org/wiki/South_Shore_High_School_(Chicago),30883676,Public high schools in Chicago,high school,Q7568443,1940,2014,defunct
South Shore International College Preparatory High School,https://en.wikipedia.org/wiki/South_Shore_International_College_Preparatory_High_School,48307004,Public high schools in Chicago,,,,,unverified
Steinmetz College Prep,https://en.wikipedia.org/wiki/Steinmetz_College_Prep,11873071,Public high schools in Chicago,high school,Q5081448,1919,,school
Sullivan High School (Chicago),https://en.wikipedia.org/wiki/Sullivan_High_School_(Chicago),9279957,Public high schools in Chicago,high school,Q7357939,1923,,school
William Howard Taft High School (Chicago),https://en.wikipedia.org/wiki/William_Howard_Taft_High_School_(Chicago),3577312,Public high schools in Chicago,high school|public school,Q8012582,,,school
Tilden High School (Chicago),https://en.wikipedia.org/wiki/Tilden_High_School_(Chicago),30887125,Public high schools in Chicago,high school,Q7802094,1889,,school
Uplift Community High School,https://en.wikipedia.org/wiki/Uplift_Community_High_School,37925552,Public high schools in Chicago,high school,Q7898378,1999,,school
Urban Prep Academies,https://en.wikipedia.org/wiki/Urban_Prep_Academies,7684723,Public high schools in Chicago,school,Q7899984,2002,,school
Von Steuben Metropolitan High School,https://en.wikipedia.org/wiki/Von_Steuben_Metropolitan_High_School,4700912,Public high schools in Chicago,high school|public school|magnet school,Q7941522,1928,,school
George Washington High School (Chicago),https://en.wikipedia.org/wiki/George_Washington_High_School_(Chicago),30887301,Public high schools in Chicago,high school,Q5545971,,,school
Wells Community Academy High School,https://en.wikipedia.org/wiki/Wells_Community_Academy_High_School,7764677,Public high schools in Chicago,high school,Q7981630,1935,,school
West Town Academy,https://en.wikipedia.org/wiki/West_Town_Academy,8368323,Public high schools in Chicago,high school,Q7986689,1998,,school
George Westinghouse College Prep,https://en.wikipedia.org/wiki/George_Westinghouse_College_Prep,30884394,Public high schools in Chicago,high school,Q5546182,1960,,school
Youth Connection Charter School,https://en.wikipedia.org/wiki/Youth_Connection_Charter_School,33935198,Public high schools in Chicago,high school,Q8059186,1997,,school
Anderson High School (Ohio),https://en.wikipedia.org/wiki/Anderson_High_School_(Ohio),4281995,Public high schools in Cincinnati,high school|public school,Q4754088,1929,,school
"Colerain High School (Cincinnati, Ohio)","https://en.wikipedia.org/wiki/Colerain_High_School_(Cincinnati,_Ohio)",6661922,Public high schools in Cincinnati,high school|public school,Q5144603,1964,,school
Finneytown Secondary Campus,https://en.wikipedia.org/wiki/Finneytown_Secondary_Campus,8843384,Public high schools in Cincinnati,high school|public school,Q5450720,,,school
Hillcrest Training School,https://en.wikipedia.org/wiki/Hillcrest_Training_School,26577397,Public high schools in Cincinnati,high school|public school,Q14716446,1850,,school
"Northwest High School (Cincinnati, Ohio)","https://en.wikipedia.org/wiki/Northwest_High_School_(Cincinnati,_Ohio)",6662159,Public high schools in Cincinnati,high school|public school,Q7060063,,,school
Oak Hills High School,https://en.wikipedia.org/wiki/Oak_Hills_High_School,2199388,Public high schools in Cincinnati,high school|public school,Q7073596,1958,,school
Oyler High School,https://en.wikipedia.org/wiki/Oyler_High_School,42109265,Public high schools in Cincinnati,high school|public school,Q16896314,,,school
"Sycamore High School (Cincinnati, Ohio)","https://en.wikipedia.org/wiki/Sycamore_High_School_(Cincinnati,_Ohio)",8429629,Public high schools in Cincinnati,high school|public school,Q7659585,1974,,school
Winton Woods High School,https://en.wikipedia.org/wiki/Winton_Woods_High_School,6799921,Public high schools in Cincinnati,high school|public school,Q8026622,1991,,school
John Adams College and Career Academy,https://en.wikipedia.org/wiki/John_Adams_College_and_Career_Academy,6622203,Public high schools in Cleveland,high school|public school,Q6218206,1923,,school
Jane Addams Business Careers Center,https://en.wikipedia.org/wiki/Jane_Addams_Business_Careers_Center,6622445,Public high schools in Cleveland,high school|public school,Q6151081,,,school
Cleveland Heights High School,https://en.wikipedia.org/wiki/Cleveland_Heights_High_School,6077680,Public high schools in Cleveland,high school|public school,Q5132149,1901,,school
Collinwood High School (Cleveland),https://en.wikipedia.org/wiki/Collinwood_High_School_(Cleveland),6614478,Public high schools in Cleveland,high school|public school,Q5147471,1924,,school
"East High School (Cleveland, Ohio)","https://en.wikipedia.org/wiki/East_High_School_(Cleveland,_Ohio)",6614802,Public high schools in Cleveland,high school|public school,Q5328586,1900,2010,defunct
East Technical High School,https://en.wikipedia.org/wiki/East_Technical_High_School,5896287,Public high schools in Cleveland,high school|public school,Q5329490,,,school
Eleanor Gerson School,https://en.wikipedia.org/wiki/Eleanor_Gerson_School,6662387,Public high schools in Cleveland,high school|public school,Q5354283,1970,,school
Glenville High School,https://en.wikipedia.org/wiki/Glenville_High_School,2629271,Public high schools in Cleveland,high school|public school,Q5569409,1892,,school
John Hay High School,https://en.wikipedia.org/wiki/John_Hay_High_School,6615152,Public high schools in Cleveland,high school|public school,Q6238355,1929,,school
Max S. Hayes High School,https://en.wikipedia.org/wiki/Max_S._Hayes_High_School,6615284,Public high schools in Cleveland,high school|public school,Q14716684,,,school
High Tech Academy,https://en.wikipedia.org/wiki/High_Tech_Academy,23868870,Public high schools in Cleveland,high school|public school,Q17079325,,,school
"John F. Kennedy High School (Cleveland, Ohio)","https://en.wikipedia.org/wiki/John_F._Kennedy_High_School_(Cleveland,_Ohio)",4342412,Public high schools in Cleveland,high school|public school,Q6232349,1966,,school
Martin Luther King Jr. High School (Cleveland),https://en.wikipedia.org/wiki/Martin_Luther_King_Jr._High_School_(Cleveland),6615527,Public high schools in Cleveland,high school|public school,Q6776055,1972,,school
Lincoln-West High School,https://en.wikipedia.org/wiki/Lincoln-West_High_School,6616641,Public high schools in Cleveland,high school|public school,Q14716616,,,school
John Marshall High School (Ohio),https://en.wikipedia.org/wiki/John_Marshall_High_School_(Ohio),4539262,Public high schools in Cleveland,high school|public school,Q14716546,1932,,school
James Ford Rhodes High School,https://en.wikipedia.org/wiki/James_Ford_Rhodes_High_School,6743069,Public high schools in Cleveland,high school|public school,Q14716524,,,school
Shaw High School (Ohio),https://en.wikipedia.org/wiki/Shaw_High_School_(Ohio),6617579,Public high schools in Cleveland,high school|public school,Q7491166,,,school
South High School (Cleveland),https://en.wikipedia.org/wiki/South_High_School_(Cleveland),6617707,Public high schools in Cleveland,high school|public school,Q7567457,,2010,defunct
"Alum Crest High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Alum_Crest_High_School_(Columbus,_Ohio)",6684282,"Public high schools in Columbus, Ohio",high school|public school,Q4737333,,,school
Beechcroft High School,https://en.wikipedia.org/wiki/Beechcroft_High_School,4924118,"Public high schools in Columbus, Ohio",high school|public school,Q4879622,1976,,school
Briggs High School (Ohio),https://en.wikipedia.org/wiki/Briggs_High_School_(Ohio),6684322,"Public high schools in Columbus, Ohio",high school|public school,Q4967261,,,school
"Brookhaven High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Brookhaven_High_School_(Columbus,_Ohio)",6684428,"Public high schools in Columbus, Ohio",high school|public school,Q4974629,,2014,defunct
Centennial High School (Ohio),https://en.wikipedia.org/wiki/Centennial_High_School_(Ohio),6684545,"Public high schools in Columbus, Ohio",high school|public school,Q5059153,1976,,school
"Central High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Central_High_School_(Columbus,_Ohio)",17298784,"Public high schools in Columbus, Ohio",high school|public school|school building,Q5061173,,,school
Columbus Africentric Early College,https://en.wikipedia.org/wiki/Columbus_Africentric_Early_College,6684662,"Public high schools in Columbus, Ohio",high school|public school,Q5149997,,,school
"Downtown High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Downtown_High_School_(Columbus,_Ohio)",21004049,"Public high schools in Columbus, Ohio",high school|public school,Q5303455,2009,,school
"East High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/East_High_School_(Columbus,_Ohio)",6684810,"Public high schools in Columbus, Ohio",high school|public school,Q5328587,1898,,school
Eastmoor Academy,https://en.wikipedia.org/wiki/Eastmoor_Academy,6684878,"Public high schools in Columbus, Ohio",high school|public school,Q5330809,,,school
"Independence High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Independence_High_School_(Columbus,_Ohio)",6685352,"Public high schools in Columbus, Ohio",high school|public school,Q14716485,,,school
Linden-McKinley High School,https://en.wikipedia.org/wiki/Linden-McKinley_High_School,5152005,"Public high schools in Columbus, Ohio",high school|public school,Q6552265,,,school
Marion-Franklin High School,https://en.wikipedia.org/wiki/Marion-Franklin_High_School,3099608,"Public high schools in Columbus, Ohio",high school|public school,Q6765059,1953,,school
Metro Early College High School,https://en.wikipedia.org/wiki/Metro_Early_College_High_School,4407822,"Public high schools in Columbus, Ohio",high school|public school,Q7751196,2006,,school
Mifflin High School,https://en.wikipedia.org/wiki/Mifflin_High_School,6685442,"Public high schools in Columbus, Ohio",high school|public school,Q6843999,,,school
"North High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/North_High_School_(Columbus,_Ohio)",6687838,"Public high schools in Columbus, Ohio",high school,Q7055602,1924,2010,defunct
Northland High School,https://en.wikipedia.org/wiki/Northland_High_School,4639716,"Public high schools in Columbus, Ohio",high school|public school,Q7059519,1965,,school
"South High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/South_High_School_(Columbus,_Ohio)",6687286,"Public high schools in Columbus, Ohio",high school|public school,Q7567458,1900,,school
"Walnut Ridge High School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Walnut_Ridge_High_School_(Columbus,_Ohio)",6687026,"Public high schools in Columbus, Ohio",high school|public school,Q7963655,1963,,school
Whetstone High School,https://en.wikipedia.org/wiki/Whetstone_High_School,6687731,"Public high schools in Columbus, Ohio",high school|public school,Q7993527,1961,,school
Farrington High School,https://en.wikipedia.org/wiki/Farrington_High_School,581404,Public high schools in Honolulu,high school|educational institution,Q5436300,1936,,school
Kaimuki High School,https://en.wikipedia.org/wiki/Kaimuki_High_School,12996916,Public high schools in Honolulu,high school,Q6348048,1943,,school
Kalani High School,https://en.wikipedia.org/wiki/Kalani_High_School,7544382,Public high schools in Honolulu,high school,Q15232889,1958,,school
President William McKinley High School,https://en.wikipedia.org/wiki/President_William_McKinley_High_School,731983,Public high schools in Honolulu,high school,Q7241250,1865,,school
Moanalua High School,https://en.wikipedia.org/wiki/Moanalua_High_School,661543,Public high schools in Honolulu,high school,Q6886414,1972,,school
President Theodore Roosevelt High School,https://en.wikipedia.org/wiki/President_Theodore_Roosevelt_High_School,1011899,Public high schools in Honolulu,high school,Q7241246,1932,,school
Alhambra High School (Arizona),https://en.wikipedia.org/wiki/Alhambra_High_School_(Arizona),9943806,"Public high schools in Phoenix, Arizona",high school|public school,Q4724440,1961,,school
Arcadia High School (Arizona),https://en.wikipedia.org/wiki/Arcadia_High_School_(Arizona),3447917,"Public high schools in Phoenix, Arizona",high school,Q4785149,1958,,school
Bostrom High School,https://en.wikipedia.org/wiki/Bostrom_High_School,22335841,"Public high schools in Phoenix, Arizona",high school|public school,Q4948288,1976,,school
Camelback High School,https://en.wikipedia.org/wiki/Camelback_High_School,15043285,"Public high schools in Phoenix, Arizona",high school|public school,Q5025874,1954,,school
Carl Hayden High School,https://en.wikipedia.org/wiki/Carl_Hayden_High_School,13710923,"Public high schools in Phoenix, Arizona",high school,Q5040294,1957,,school
"Central High School (Phoenix, Arizona)","https://en.wikipedia.org/wiki/Central_High_School_(Phoenix,_Arizona)",4741752,"Public high schools in Phoenix, Arizona",high school|public school,Q5061196,1957,,school
Cactus Canyon High School,https://en.wikipedia.org/wiki/Cactus_Canyon_High_School,17779344,"Public high schools in Phoenix, Arizona",high school|public school,Q5202532,1999,,school
Cortez High School,https://en.wikipedia.org/wiki/Cortez_High_School,27782857,"Public high schools in Phoenix, Arizona",high school|public school,Q5173249,1960,,school
Desert Vista High School,https://en.wikipedia.org/wiki/Desert_Vista_High_School,9220928,"Public high schools in Phoenix, Arizona",high school|public school,Q5264049,1996,,school
Franklin Police and Fire High School,https://en.wikipedia.org/wiki/Franklin_Police_and_Fire_High_School,20934114,"Public high schools in Phoenix, Arizona",high school|public school|fire academy|police academy|school building,Q5491764,2007,,school
Greenway High School,https://en.wikipedia.org/wiki/Greenway_High_School,6424652,"Public high schools in Phoenix, Arizona",high school|public school,Q5604783,1973,,school
Linda Abril Educational Academy,https://en.wikipedia.org/wiki/Linda_Abril_Educational_Academy,20287339,"Public high schools in Phoenix, Arizona",high school|public school,Q7641168,2001,,school
"Maryvale High School (Phoenix, Arizona)","https://en.wikipedia.org/wiki/Maryvale_High_School_(Phoenix,_Arizona)",20932925,"Public high schools in Phoenix, Arizona",high school,Q6781790,1963,,school
Metro Tech High School,https://en.wikipedia.org/wiki/Metro_Tech_High_School,23156265,"Public high schools in Phoenix, Arizona",high school,Q6824725,1985,,school
Moon Valley High School,https://en.wikipedia.org/wiki/Moon_Valley_High_School,8413677,"Public high schools in Phoenix, Arizona",high school|public school,Q6907579,1965,,school
Mountain Pointe High School,https://en.wikipedia.org/wiki/Mountain_Pointe_High_School,1100617,"Public high schools in Phoenix, Arizona",high school|public school,Q6925173,1991,,school
Paradise Valley High School,https://en.wikipedia.org/wiki/Paradise_Valley_High_School,12605898,"Public high schools in Phoenix, Arizona",high school|public school,Q7134379,1957,,school
Phoenix Union Bioscience High School,https://en.wikipedia.org/wiki/Phoenix_Union_Bioscience_High_School,15539891,"Public high schools in Phoenix, Arizona",high school|public school,Q7187015,2006,,school
Pinnacle High School,https://en.wikipedia.org/wiki/Pinnacle_High_School,12516691,"Public high schools in Phoenix, Arizona",high school|public school,Q7196299,2000,,school
Sandra Day O'Connor High School (Arizona),https://en.wikipedia.org/wiki/Sandra_Day_O'Connor_High_School_(Arizona),11403400,"Public high schools in Phoenix, Arizona",high school|public school,Q7416586,2002,,school
Shadow Mountain High School,https://en.wikipedia.org/wiki/Shadow_Mountain_High_School,2740640,"Public high schools in Phoenix, Arizona",high school|public school,Q7460562,1974,,school
Sierra Linda High School,https://en.wikipedia.org/wiki/Sierra_Linda_High_School,29589906,"Public high schools in Phoenix, Arizona",high school|public school,Q7511482,2008,,school
South Mountain High School,https://en.wikipedia.org/wiki/South_Mountain_High_School,10140947,"Public high schools in Phoenix, Arizona",high school|public school,Q7567994,1954,,school
Sunnyslope High School,https://en.wikipedia.org/wiki/Sunnyslope_High_School,9840841,"Public high schools in Phoenix, Arizona",high school|public school,Q7640917,1953,,school
Thunderbird High School,https://en.wikipedia.org/wiki/Thunderbird_High_School,6640597,"Public high schools in Phoenix, Arizona",high school|public school,Q7799090,1972,,school
Trevor G. Browne High School,https://en.wikipedia.org/wiki/Trevor_G._Browne_High_School,4634773,"Public high schools in Phoenix, Arizona",high school|public school,Q7839162,1972,,school
Washington High School (Arizona),https://en.wikipedia.org/wiki/Washington_High_School_(Arizona),4634794,"Public high schools in Phoenix, Arizona",high school|public school,Q7971920,1955,,school
"West High School (Phoenix, Arizona)","https://en.wikipedia.org/wiki/West_High_School_(Phoenix,_Arizona)",32522393,"Public high schools in Phoenix, Arizona",high school,Q7985362,1949,1983,defunct
High Tech High International,https://en.wikipedia.org/wiki/High_Tech_High_International,9542171,Public high schools in San Diego,high school,Q5757233,2004,,school
High Tech High Media Arts,https://en.wikipedia.org/wiki/High_Tech_High_Media_Arts,25369709,Public high schools in San Diego,high school,Q5757236,2005,,school
Anaheim High School,https://en.wikipedia.org/wiki/Anaheim_High_School,4792294,"High schools in Anaheim, California",high school|public school,Q4750881,,,school
Esperanza High School,https://en.wikipedia.org/wiki/Esperanza_High_School,5776311,"High schools in Anaheim, California",high school|public school,Q5398899,,,school
