Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Bishop Chatard High School",2549364,"https://en.wikipedia.org/wiki/Bishop_Chatard_High_School","Indiana","Indianapolis","","Indiana","private","Private high schools in Indiana"
"Bishop Dwenger High School",1967186,"https://en.wikipedia.org/wiki/Bishop_Dwenger_High_School","Indiana","Fort Wayne, Indiana","Allen County, Indiana","Indiana","private","Private high schools in Indiana"
"Bishop Luers High School",8409473,"https://en.wikipedia.org/wiki/Bishop_Luers_High_School","Indiana","Fort Wayne, Indiana","","Indiana","private","Private high schools in Indiana"
"Bishop Noll Institute",11103032,"https://en.wikipedia.org/wiki/Bishop_Noll_Institute","Indiana","Hammond, Indiana","","Indiana","private","Private high schools in Indiana"
"Blackford High School (Indiana)",9908317,"https://en.wikipedia.org/wiki/Blackford_High_School_(Indiana)","Indiana","Hartford City, Indiana","","Indiana","public","Public high schools in Indiana"
"Blackhawk Christian School",17229346,"https://en.wikipedia.org/wiki/Blackhawk_Christian_School","Indiana","7400 East State Boulevard, Fort Wayne, Indiana","","Indiana","private","Private high schools in Indiana"
"Bloomfield Junior-Senior High School",21627195,"https://en.wikipedia.org/wiki/Bloomfield_Junior-Senior_High_School","Indiana","Bloomfield, Indiana","","Indiana","public","Public high schools in Indiana"
"Bloomington Academy",21086399,"https://en.wikipedia.org/wiki/Bloomington_Academy","Indiana","Bloomington, Indiana","","Indiana","public","Public high schools in Indiana"
"Bloomington High School North",8635674,"https://en.wikipedia.org/wiki/Bloomington_High_School_North","Indiana","Bloomington, Indiana","Monroe County, Indiana","Indiana","public","Public high schools in Indiana"
"Bloomington High School South",7018922,"https://en.wikipedia.org/wiki/Bloomington_High_School_South","Indiana","Bloomington, Indiana","","Indiana","public","Public high schools in Indiana"
"Blue River Valley Junior-Senior High School",16173021,"https://en.wikipedia.org/wiki/Blue_River_Valley_Junior-Senior_High_School","Indiana","Mount Summit, Indiana","Henry County, Indiana","Indiana","public","Public high schools in Indiana"
"Bluffton High School (Indiana)",30882998,"https://en.wikipedia.org/wiki/Bluffton_High_School_(Indiana)","Indiana","Bluffton, Indiana","","Indiana","public","Public high schools in Indiana"
"Booker T. Washington School (Terre Haute, Indiana)",27918599,"https://en.wikipedia.org/wiki/Booker_T._Washington_School_(Terre_Haute,_Indiana)","Indiana","1201 S. 13th St.","","Indiana United States","unknown","Indiana school stubs"
"Boone Grove High School",10311532,"https://en.wikipedia.org/wiki/Boone_Grove_High_School","Indiana","Valparaiso, Indiana","","Indiana","public","Public high schools in Indiana"
"Boonville High School",4978318,"https://en.wikipedia.org/wiki/Boonville_High_School","Indiana","Boonville, Indiana","Warrick County, Indiana","Indiana","unknown","High schools in Southwestern Indiana"
"Bourbon Christian School",49807897,"https://en.wikipedia.org/wiki/Bourbon_Christian_School","Indiana","Bourbon, Indiana","Marshall County, Indiana","Indiana","private","Christian schools in Indiana"
"Brebeuf Jesuit Preparatory School",1687023,"https://en.wikipedia.org/wiki/Brebeuf_Jesuit_Preparatory_School","Indiana","Indianapolis","","Indiana","private","Private high schools in Indiana"
"Bremen High School (Bremen, Indiana)",49807978,"https://en.wikipedia.org/wiki/Bremen_High_School_(Bremen,_Indiana)","Indiana","Bremen, Indiana","Marshall County, Indiana","Indiana","unknown","Indiana school stubs"
"Broad Ripple High School",3846157,"https://en.wikipedia.org/wiki/Broad_Ripple_High_School","Indiana","Indianapolis, Indiana","","Indiana","public","Public high schools in Indiana"
"Brown County High School (Indiana)",49322815,"https://en.wikipedia.org/wiki/Brown_County_High_School_(Indiana)","Indiana","Nashville, Indiana","Brown County, Indiana","Indiana","public","Public high schools in Indiana"
"Brownsburg High School",13802626,"https://en.wikipedia.org/wiki/Brownsburg_High_School","Indiana","Brownsburg, Indiana","","Indiana","public","Public high schools in Indiana"
"Brownstown Central High School",49522681,"https://en.wikipedia.org/wiki/Brownstown_Central_High_School","Indiana","Brownstown, Indiana","Jackson County, Indiana","Indiana","public","Public high schools in Indiana"
"Burris Laboratory School",5698278,"https://en.wikipedia.org/wiki/Burris_Laboratory_School","Indiana","Muncie, Indiana","","Indiana","public","Public high schools in Indiana"
"Calumet New Tech High School",7158601,"https://en.wikipedia.org/wiki/Calumet_New_Tech_High_School","Indiana","Gary, Indiana","Lake County, Indiana","Indiana","public","Public high schools in Indiana"
"Cannelton Elementary and High School",80146145,"https://en.wikipedia.org/wiki/Cannelton_Elementary_and_High_School","Indiana","Southwestern Indiana","","","unknown","High schools in Southwestern Indiana"
"Canterbury School (Fort Wayne, Indiana)",4669967,"https://en.wikipedia.org/wiki/Canterbury_School_(Fort_Wayne,_Indiana)","Indiana","Fort Wayne, Indiana","","Indiana","private","Preparatory schools in Indiana"
"Cardinal Ritter High School",11058511,"https://en.wikipedia.org/wiki/Cardinal_Ritter_High_School","Indiana","Indianapolis","","Indiana","private","Private high schools in Indiana"
"Carmel Clay Schools",14857288,"https://en.wikipedia.org/wiki/Carmel_Clay_Schools","Indiana","Carmel, Indiana","","Indiana","unknown","Indiana school stubs"
"Carmel High School (Indiana)",3594208,"https://en.wikipedia.org/wiki/Carmel_High_School_(Indiana)","Indiana","Carmel, Indiana","","Indiana","public","Public high schools in Indiana"
"Carr High School",50331879,"https://en.wikipedia.org/wiki/Carr_High_School","Indiana","10059 W. County Road 250 S.","","Indiana","unknown","High schools in Indiana"
"Carroll High School (Flora, Indiana)",6622837,"https://en.wikipedia.org/wiki/Carroll_High_School_(Flora,_Indiana)","Indiana","Flora, Indiana","","Indiana","public","Public high schools in Indiana"
"Carroll High School (Fort Wayne, Indiana)",3948189,"https://en.wikipedia.org/wiki/Carroll_High_School_(Fort_Wayne,_Indiana)","Indiana","Fort Wayne, Indiana","","Indiana","public","Public high schools in Indiana"
"Cascade High School (Indiana)",15706773,"https://en.wikipedia.org/wiki/Cascade_High_School_(Indiana)","Indiana","Clayton, Indiana","","Indiana","public","Public high schools in Indiana"
"Caston High School",49397865,"https://en.wikipedia.org/wiki/Caston_High_School","Indiana","Fulton, Indiana","Fulton County, Indiana","Indiana","public","Public high schools in Indiana"
"Cathedral High School (Indianapolis)",3323875,"https://en.wikipedia.org/wiki/Cathedral_High_School_(Indianapolis)","Indiana","Indianapolis","Marion County, Indiana","Indiana","private","Private high schools in Indiana"
"Center Grove High School",4178820,"https://en.wikipedia.org/wiki/Center_Grove_High_School","Indiana","Greenwood, Indiana","Johnson County, Indiana","Indiana","public","Public high schools in Indiana"
"Centerville Senior High School",9812019,"https://en.wikipedia.org/wiki/Centerville_Senior_High_School","Indiana","Centerville, Indiana","","Indiana","public","Public high schools in Indiana"
"Central High School & Boys Vocational School",50927596,"https://en.wikipedia.org/wiki/Central_High_School_%26_Boys_Vocational_School","Indiana","115 N. James Court","","Indiana","unknown","High schools in Indiana"
"Central High School (East Chicago, Indiana)",10174615,"https://en.wikipedia.org/wiki/Central_High_School_(East_Chicago,_Indiana)","Indiana","East Chicago, Indiana","Lake County, Indiana","Indiana","public","Public high schools in Indiana"
"Central Noble High School",13395440,"https://en.wikipedia.org/wiki/Central_Noble_High_School","Indiana","Albion, Indiana","Noble County, Indiana","Indiana","public","Public high schools in Indiana"
"Charles Allen Prosser School of Technology",16218519,"https://en.wikipedia.org/wiki/Charles_Allen_Prosser_School_of_Technology","Indiana","4202 Charlestown RoadNew Albany","","Indiana","public","Public high schools in Indiana"
"Charlestown High School (Indiana)",6922419,"https://en.wikipedia.org/wiki/Charlestown_High_School_(Indiana)","Indiana","Charlestown, Indiana","Clark County, Indiana","Indiana","public","Public high schools in Indiana"
"Chesterton High School",32728508,"https://en.wikipedia.org/wiki/Chesterton_High_School","Indiana","Chesterton, Indiana","","Indiana","public","Public high schools in Indiana"
"Christel House Academy",23433782,"https://en.wikipedia.org/wiki/Christel_House_Academy","Indiana","","","Indiana","public","Public high schools in Indiana"
"Christian Academy of Indiana",49387522,"https://en.wikipedia.org/wiki/Christian_Academy_of_Indiana","Indiana","New Albany, Indiana","Floyd County, Indiana","Indiana","private","Private high schools in Indiana"
"Christian Academy of Madison",24108318,"https://en.wikipedia.org/wiki/Christian_Academy_of_Madison","Indiana","Madison, Indiana","","Indiana","private","Private schools in Indiana"
"Christian Park School No. 82",51323376,"https://en.wikipedia.org/wiki/Christian_Park_School_No._82","Indiana","4700 English Ave.","","Indiana","unknown","Schools in Indianapolis"
"Churubusco Jr.–Sr. High School",4573252,"https://en.wikipedia.org/wiki/Churubusco_Jr.%E2%80%93Sr._High_School","Indiana","Churubusco, Indiana","","Indiana","public","Public high schools in Indiana"
"Clarksville Senior High School",6512089,"https://en.wikipedia.org/wiki/Clarksville_Senior_High_School","Indiana","Clarksville, Indiana","","Indiana","public","Public high schools in Indiana"
"Clay City Junior-Senior High School",49333794,"https://en.wikipedia.org/wiki/Clay_City_Junior-Senior_High_School","Indiana","Clay City, Indiana","Clay County, Indiana","Indiana","public","Public high schools in Indiana"
"Clay High School (Indiana)",4536834,"https://en.wikipedia.org/wiki/Clay_High_School_(Indiana)","Indiana","South Bend, Indiana","","Indiana","public","Public high schools in Indiana"
"Clinton Central High School",49362033,"https://en.wikipedia.org/wiki/Clinton_Central_High_School","Indiana","Michigantown, Indiana","Clinton County, Indiana","Indiana","public","Public high schools in Indiana"
"Clinton High School (Indiana)",47419901,"https://en.wikipedia.org/wiki/Clinton_High_School_(Indiana)","Indiana","Clinton, Indiana","","Indiana","public","Public high schools in Indiana"
"Clinton Prairie High School",49362112,"https://en.wikipedia.org/wiki/Clinton_Prairie_High_School","Indiana","Frankfort, Indiana","Clinton County, Indiana","Indiana","public","Public high schools in Indiana"
"Cloverdale High School",49941441,"https://en.wikipedia.org/wiki/Cloverdale_High_School","Indiana","Cloverdale, Indiana","Putnam County, Indiana","Indiana","public","Public high schools in Indiana"
"Collins School",51036127,"https://en.wikipedia.org/wiki/Collins_School","Indiana","State Road 120","","Indiana","unknown","One-room schoolhouses in Indiana"
"Columbia City High School",13971683,"https://en.wikipedia.org/wiki/Columbia_City_High_School","Indiana","Columbia City, Indiana","Whitley County, Indiana","Indiana","public","Public high schools in Indiana"
"Columbus Christian School",14502644,"https://en.wikipedia.org/wiki/Columbus_Christian_School","Indiana","Columbus, Indiana","","Indiana","private","Private high schools in Indiana"
"Columbus East High School",927778,"https://en.wikipedia.org/wiki/Columbus_East_High_School","Indiana","Columbus, Indiana","","Indiana","public","Public high schools in Indiana"
"Columbus North High School",927896,"https://en.wikipedia.org/wiki/Columbus_North_High_School","Indiana","Columbus, Indiana","","Indiana","public","Public high schools in Indiana"
"Concord High School (Indiana)",5189782,"https://en.wikipedia.org/wiki/Concord_High_School_(Indiana)","Indiana","Elkhart, Indiana","","Indiana","public","Public high schools in Indiana"
"Concordia Lutheran High School (Indiana)",5259361,"https://en.wikipedia.org/wiki/Concordia_Lutheran_High_School_(Indiana)","Indiana","Fort Wayne, Indiana","","Indiana","private","Private high schools in Indiana"
"Connersville High School",37515336,"https://en.wikipedia.org/wiki/Connersville_High_School","Indiana","Connersville, Indiana","","Indiana","public","Public high schools in Indiana"
"Cornerstone Christian School (Albion, Indiana)",49900527,"https://en.wikipedia.org/wiki/Cornerstone_Christian_School_(Albion,_Indiana)","Indiana","Albion, Indiana","Noble County, Indiana","Indiana","private","Christian schools in Indiana"
"Corydon Central High School",16643756,"https://en.wikipedia.org/wiki/Corydon_Central_High_School","Indiana","Corydon, Indiana","Harrison County, Indiana","Indiana","public","Public high schools in Indiana"
"Covenant Christian High School (DeMotte, Indiana)",38030563,"https://en.wikipedia.org/wiki/Covenant_Christian_High_School_(DeMotte,_Indiana)","Indiana","DeMotte, Indiana","","Indiana","unknown","High schools in Indiana"
"Covenant Christian High School (Indianapolis)",18162217,"https://en.wikipedia.org/wiki/Covenant_Christian_High_School_(Indianapolis)","Indiana","Indianapolis","Marion County, Indiana","Indiana","private","Private high schools in Indiana"
"Covington Community High School",49395874,"https://en.wikipedia.org/wiki/Covington_Community_High_School","Indiana","Covington, Indiana","","Indiana","public","Public high schools in Indiana"
